"ID","text","sensibile"
"Job058","You will practice development practices such as load testing and continuous deployment while solving technical challenges in system design distributed computing algorithms and backend services",0
"Job059","Have you ever wondered what it takes to build intelligence into enterprise systems so that we can enable near humanlike conversations with our systems",0
"Job060","Come join Amazon Lex where we are working on stateoftheart conversational approachesWhy Amazon LexAmazon Lex is a platform for building conversational interfaces into any application using voice and text",1
"Job061","Amazon Lex provides the advanced deep learning functionalities of automatic speech recognition ASR for converting speech to text and natural language understanding NLU to recognize the intent of the text to enable you to build applications with highly engaging user experiences and lifelike conversational interactions",0
"Job062","With Amazon Lex the same deep learning technologies that power Amazon Alexa are now available to any developer enabling you to quickly and easily build sophisticated natural language conversational bots “chatbots”What is special about the teamCome be a part of a wellbalanced team with diverse experience that is making strides in evolving the conversational platform for Amazon Web Services AWS",0
"Job063","The team a tightknit group operates in a fastpaced and fun environment where accuracy timeliness quality and security form the operative cornerstones",0
"Job064","As owners of the entire lifecycle team members participate in a shared customer resolution program to delight customers",0
"Job065","Additionally the team has collaborative leaders in various roles  product development natural language science and engineering management who form the critical support structure for delivering innovative featuresWhat will I work onCome work on new features as well as greenfield projects where you can make a significant positive impact on a community of international customers",0
"Job066","As a Software Development Engineer you should have a passion for delivery drive for excellence and penchant for quality",1
"Job067","You will practice development practices such as load testing and continuous deployment while solving technical challenges in system design distributed computing algorithms and backend services",0
"Job068","Fire TV client software and service technologies are enjoyed by millions of customers all over the world",0
"Job069","We leverage cutting edge technology in clientapp frameworks voice recognition machine learning and high availability services to deliver multiple world class streaming media player to customers",0
"Job070","Here you will drive key engineering features that impact Amazon’s longterm vision including AlexaVoice domains core services experimental features and supporting the next generation of Fire TV productsRole DescriptionThe Fire TV Team is looking for experienced resultsoriented Software Quality Assurance Engineers who are capable of translating highlevel ambiguous business goals into working software solutions",0
"Job071","We own the voice experience on all of our streaming media players and are constantly experimenting and innovating to improve the customer experience",0
"Job072","Successful candidates are creative engineers who take great pride in both the technical and business contribution of their work and are passionate about great software and ultimately a great customer experienceYou will have the opportunity to work with a wide variety of technologies from frontend UI both web and device to backend distributed web services to device software",1
"Job073","You will own the quality of major deliverables endtoend working closely with multiple engineers and teams to execute them",0
"Job074","Scaling latency and customer experience are top priorities as the business grows",0
"Job075","This is a high visibility team where you will make a direct positive impact on customer experience and the business",0
"Job076","If you enjoy broadening your technical skills building a new product and working in an environment that thrives on creativity experimentation and innovation then this is the job for youQuality Assurance Engineers test code at the user level both manually and with automated tools",0
"Job077","Our QA Engineers are not pure black box testers they test at the appropriate level and are able to understand software internals debug problems using log files and write automated tests with scripts andor userlevel automated tools",0
"Job078","QA Engineers work with Software Development Engineers and Business Owners to understand technical implementation of features",1
"Job079","QA Engineers will also work with groups such as Product Management User Interaction and Customer Support to understand customer usage models and develop test plans and suites that approximate realworld environments and regression tests and driving the software development process towards qualitycentric methodologies always seeking to avoid defects or find them earlier in the process",1
"Job080","The Amazon Devices team designs and engineers highprofile consumer electronics including the innovative Cloud Cam and Alexa family of products",0
"Job081","We have also produced groundbreaking devices such as Echo Show and the Echo Look to add Computer Vision to Alexa",0
"Job082","What will you help us createWhat will you help us createWe are looking for a passionate hardworking and talented Software Development Engineer who has experience building worldclass mobile iOS apps",0
"Job083","The person chosen for this position will have the opportunity to contribute their creative ideas and energy to our group",0
"Job084","You will be working with world class Artificial Intelligence and Machine Learning experts distributed cloud systems and next generation camera streaming devices",1
"Job085","The development will be from the concept stage to the launch stage and ensuring the highest level of quality for your deliverablesYou will be Responsible for the design development and maintenance of a mobile app that enables innovative computer vision experience Working with other team members to investigate design approaches prototype new technology and evaluate technical feasibility Leading architecture and design of new and current systems from conception to launch Working in an AgileScrum environment to deliver high quality software",0
"Job086","The Amazon Devices team designs and engineers highprofile consumer electronics including the innovative Cloud Cam and Alexa family of products",0
"Job087","We have also produced groundbreaking devices such as Echo Show and the Echo Look to add Computer Vision to Alexa",0
"Job088","What will you help us createWhat will you help us createWe are looking for a passionate hardworking and talented Software Development Engineer who has experience building worldclass mobile Android apps",0
"Job089","The person chosen for this position will have the opportunity to contribute their creative ideas and energy to our group",0
"Job090","You will be working with world class Artificial Intelligence and Machine Learning experts distributed cloud systems and next generation camera streaming devices",0
"Job091","The development will be from the concept stage to the launch stage and ensuring the highest level of quality for your deliverablesYou will be Responsible for the design development and maintenance of a mobile app that enables innovative computer vision experience Working with other team members to investigate design approaches prototype new technology and evaluate technical feasibility Leading architecture and design of new and current systems from conception to launch Working in an AgileScrum environment to deliver high quality software",0
"Job092","The Amazon Devices team designs and engineers highprofile consumer electronics including the innovative Cloud Cam and Alexa family of products",0
"Job093","We have also produced groundbreaking devices such as Echo Show and the Echo Look to add Computer Vision to Alexa",0
"Job094","What will you help us createWork hard",0
"Job095","Have fun",0
"Job096","Make historyThe RoleAs a Software Development Manager – Amazon Cloud Cam you will be responsible for leading a team of engineers working on cutting edge large scale cloud services that will be used by millions of upcoming Amazon Cloud Cam customers",1
"Job097","This position gives you the opportunity to work with world class Artificial Intelligence and Machine Learning experts to build the cloud systems that allow their algorithms to be used by our customers",0
"Job098","The role will be working on continuing the development of Cloud Cam and working with within the larger Amazon ecosystem",0
"Job099","Work with streaming video large scale deployments and high performance computing both CPU and GPU related as well as solve distributed systems problems",0
"Job100","This position involves team management design architecture and operation of large scale cloud systemsKey responsibilities Working with external teams to bring Cloud Cam technology to their roadmap Ownership of the overall systems development life cycle",0
"Job101","Execution against project plans and timely delivery of committed results",0
"Job102","Management of daytoday activities of the engineering team within an AgileScrum environment",0
"Job103","Management of departmental resources staffing and mentoring",0
"Job104","Building enhancing and maintaining a bestinclass engineering team",0
"Job105","Working closely with the engineers to architect and develop the best technical designs",0
"Job106","Report on status of development quality operations and system performance to management",0
"Job107","Maintenance and enhancement of software frameworks for development",0
"Job108","Interested in Machine Learning",0
"Job109","How about Amazon Echo Speech and Language Understanding",0
"Job110","We operate Amazon scale realtime machine learning infrastructure in production and we are working hard to improve on our foundations and scale for future growth while having fun along the way",0
"Job111","Come join usAlexa’s Machine Learning Platform provides ML building blocks to external software and hardware developers to build premier conversational experiences for millions of customers",1
"Job112","We believe speech to be a pervasive and superior mode of interacting with automated systems and are committed to maintaining our industryleading position in this space",0
"Job113","Our mission is to empower all external parties to extend Alexa’s magical experience with innovative applications across domains",0
"Job114","For supporting the growth of our rapidly expanding third party ecosystem we are building ML stack to offer stateoftheart abstractions to developers so they can deliver immersive voice experiences with ease",0
"Job115","Our stack leverages innovative ML algorithms and datasets to build and train third party application models to achieve bestinclass accuracy and recognition rates",0
"Job116","To accomplish this we work closely with some of the best ML Research and Applied Scientists in the fieldOur engineers are selfmotivated and customerfocused individuals with a good instinct for developing software services with forward looking APIs",0
"Job117","These skills help us define the leading edge for elegant superscalable ML services for Alexa",0
"Job118","The ideal candidate will have strong distributed systems and web services design and implementation experience",0
"Job119","The person should have a sound understanding of the fundamentals of computer science and practical experience building largescale distributed systems using CJava in a LinuxUnix environment",0
"Job120","An ideal candidate should enjoy working on complex system software be customercentric and feel passionate not only about building great software but about making that software achieve its goals as an owner of one of Amazon’s flagship services",0
"Job121","If you have a flair for innovation and passion for solving some of the most challenging problems in the industry we need you",0
"Job122","Amazon is one of the largest employers on the planet with hundreds of thousands of employees across the globe",0
"Job123","Our HR People Technology organization is seeking an experienced leader for a highly talented engineering team focusing on delivering Time and Attendance solutionsAmazons HR mission is to build a workplace for Amazonians to invent on behalf of our customers",0
"Job124","We are enablers to help Amazon scale quickly and efficiently as we continue to expand rapidly across countries business lines and size in general",0
"Job125","The volume of internal human resource transactions and range of experiences to fulfill in this scale and diversity are massive and unique respectively",0
"Job126","This requires a highly reliable scalable and customized series of software products that ensure our global employee base receives accurate timely and best experiences throughout their employee lifecycle",0
"Job127","Our HR systems are a mix of extremely customized thirdparty applications including Kronos and PeopleSoft and a host of other internally developed software applications",0
"Job128","The technologies include AWS Linux Java Ruby SQL Server and Python to name a few",0
"Job129","Amazon has grown significantly since the deployment of these tools and we are now at an inflection point where we must make long term decisions to support our explosive global growthAs part of Amazon People Technologys leadership team this role will lead a team of Technical Program Managers Application Engineers and Functional Analysts in delivering large scale technology solutions and projects in the Time and Attendance from punch to paycheck domain",0
"Job130","These projects could range from implementing Time and Attendance solutions in new countries and business lines based on Amazons global expansion to deep integrations with other internal Amazon systems to provide perfect pay and seamless employee experienceThe responsibilities and objectives for this leader include Leading developing and scaling a team of highly talented and highperforming engineers Taking endend ownership without a thats not my job attitude and deliver multiple largescale and highimpact global projects in the Time and Attendance domain Developing deep knowledge of our Time and Attendance systems and business rules as an enabler to building credibility with the engineering teams leadership teams as well as other business partners Influencing an extremely high quality bar across the Time and Attendance organization through a set of robust metrics a “do it right the first time” thought leadership and a building a culture that insists on the highest standards Instilling development best practices engineering excellence and efficient processes across the Time and Attendance organization Integrating tightly with the users of our services understanding their pain points and working with other HR and People Technology teams to provide technology solutions to business problemsThe successful candidate will be passionate about building a great organization wellrounded technically obsessed with software development best practices experienced in leading enterprise software development teams and highly committed",0
"Job131","Rolling up your sleeves every day with the engineers should be your second nature",0
"Job132","If you are detailoriented energetic in a dynamic and fastpaced environment passionate about quality and committed to delivering the best possible experience for our employees then we want youAmazon is an Equal OpportunityAffirmative Action Employer – Minority  Female  Disability  Veteran  Gender Identity  Sexual Orientation",1
"Job133","The Compliance Operations team COps ensures Amazon transactions satisfy legal and safety requirements by coordinating aspects of product transactions that are regulated distribution shipping sale and importexportAs part of this organization the COps Automation Program provides support to the operational team in automating process flows",0
"Job134","The initiatives we develop involve creating and improving tools eg excel macros DB connectors SQL Packages HTMLJava products in order to eliminatereduce manual inputs at an operational level automating reports and data tracking mechanizationAs a Programmer Analyst for the COps Automation Program you will have the following responsibilities Eliminate or reduce manual steps by developing worldwide automation features for the operational programs Identify build develop automation features and provide maintenance to existent tools in order to eliminate costs improve turnaround time and overall quality Facilitate the exchange of ideas tools tips  tricks among the different operational teams Ensure that good ideas are consistently implemented across all nodes in order to improve efficiency and standardize process workflowsUnderstand the business and identify potential areas of improvement from a technical perspective and propose changes to standard tools accordingly",0
"Job135","Amazon Lab126 is an inventive research and development company that designs and engineers highprofile consumer electronics",0
"Job136","Lab126 began in 2004 as a subsidiary of Amazoncom Inc originally creating the bestselling Kindle family of products",0
"Job137","Since then we have produced groundbreaking devices like Fire tablets Fire TV and Amazon Echo",0
"Job138","What will you help us createThe RoleWe are a smart team of doers that work passionately to apply cuttingedge advances in robotics and software to solve realworld challenges that will transform our customers’ experiences in ways we can’t even imagine yet",0
"Job139","Key responsibilities will be to conduct research and development in computer vision and related disciplines and to collaborate with crossfunctional engineering teams including Amazon Robotics to put the concepts you develop into production",0
"Job140","You will determine where commercially available solution and academic research can be applied to solve Amazon business problems as well as identify opportunities for innovation",0
"Job141","You will use a large amount of data to train and test algorithms to bring them up to production level qualityIf this describes you come join our team at Lab126 in the heart of Silicon Valley",0
"Job142","The team is using computer vision image recognition machine learning realtime and distributed systems to convert requirements into concrete deliverables",0
"Job143","A Researcher on this team will translate business and functional requirements into working code",0
"Job144","Comfort with a high degree of ambiguity and ability to solve problems that haven’t been solved to scale before are essentialKey responsibilities will be to conduct research and development in computer vision and related disciplines and to collaborate with crossfunctional engineering teams to put the concepts you develop into production",0
"Job145","You will determine where commercially available solution and academic research can be applied to solve Amazon business problems as well as identify opportunities for innovation",0
"Job146","You will use a large amount of data to train and test algorithms to bring them up to production level quality",0
"Job147","In this role you will Research design implement and evaluate novel computer vision algorithms Work on largescale datasets focusing on creating scalable and accurate computer vision systems in versatile application fields Collaborate closely with team members on developing systems from prototyping to production level Collaborate with teams spread all over the world Work closely with software engineering teams to drive scalable realtime implementations Track general business activity and provide clear compelling management reports on a regular basis",0
"Job148","Amazon strives to be the world’s most customercentric company where customers can research and purchase anything they might want online or offline",0
"Job149","We set big goals and are looking for people who can help us reach and exceed them",0
"Job150","Kindle is one example of this",0
"Job151","Kindle is the bestselling product in the history of Amazoncom and the Kindle business is one of the most innovative and fastest growing businesses at AmazonThe Amazon device team designs  engineers high profile consumer electronics including the bestselling Kindle family of products",0
"Job152","We have also produced groundbreaking devices like Fire tablets Fire TV and Amazon Echo",0
"Job153","We provide customers a fully integrated service with instant access to millions of movies TV shows magazines newspapers books songs apps and gamesThe Alexa Data Services team ADS is part of Amazon’s speech platform organization that provides speech recognition capabilities for a variety of Amazon products and searches most visibly the Amazon Echo productSoftware Development Engineer is a newly created role to build world class business process management systems and tooling for ADS teamsThe Software Development Engineer  ADS Technology is accountable for the building software systems for ADS",0
"Job154","They should thrive and have demonstrated success in an environment which offers ambiguously defined problems big challenges and quick changes",0
"Job155","They will be expected to balance detailed execution with speed and possess solid collaborative skills",0
"Job156","They will be working in a fastpaced environment where every day brings new challenges and new opportunities",0
"Job157","They should have excellent business and communication skills and be able to work with business owners to develop and define solutions",0
"Job158","Crossteam coordination understanding of AgileScrum and Creating reliable scalable and experience creating high performance products",0
"Job159","This position also requires exceptional technical expertise a great understanding of the Computer Science fundamentals and experience building largescale systemsThe successful candidate will be a recognized role model for their technical abilitiesSummary of Responsibilities Develop and maintain of key features of the system",0
"Job160","Work with team members to devise design approaches prototype new technology and evaluate technical feasibility",0
"Job161","Work in an AgileScrum environment to deliver high quality software against tight schedules",0
"Job162","You will apply knowledge of technology options technology platforms and design techniques and approaches to design an integrated solution to address business requirements",0
"Job163","You will interface with other engineers on the team for peer reviews and with a diverse set of customers Program Managers business stakeholders etc on understanding business objectives gathering requirements and delivering solutions",0
"Job164","Promote industry standard best practices",0
"Job165","How can we build talent pipelines to support Amazon’s growth",0
"Job166","What is important for talent to be successful at Amazon",0
"Job167","How can we better predict talent movement promotions transfers attrition and quantitatively identify the root causes",0
"Job168","When does internal movement make the biggest impact on Amazon talent",0
"Job169","These are among the most important questions at Amazon todayAs a User Interface UI Developer on the Worldwide Operations Talent Products Team you will have an opportunity to collaborate with a team of economists applied research scientists software development engineers and data engineers in answering these questions and developing products for use by internal operations leaders to manage these insights at scale",1
"Job170","This team will shape the strategic direction and inform talent decisions at the highest levels of Worldwide Operations helping us to become the world’s most scientific and technically proficient Human Resource organizationIf you are a candidate who is passionate about helping those around you reaching their fullest human potential if you see technology as a way to disrupt and reimagine talent management processes and leverage modern software engineering techniques then you may be the ideal person for this positionResponsibilities Develop internal applications that are elegant and useful solutions to solve complex business problems by working across various teams understanding the needs of our customers",0
"Job171","Design and develop frontend interfaces underlying APIs across a number of programming languages Ruthlessly prioritize development workload against available resources and level of impact",0
"Job172","Develop and regularly report on success KPI’s that measure return on investment of development efforts against improve productivity",0
"Job173","Identify service and system enhancements through customer interaction and work directly with them to provide what they need not just what they want",0
"Job174","Have you ever wondered what it takes to build intelligence into enterprise systems so that we can enable near humanlike conversations with our systems",0
"Job175","In addition does the thought of designing and modeling highly secure faulttolerant systems that scale to thousands of transactions per second TPS excite youWhy Amazon LexAmazon Lex is a platform for building conversational interfaces into any application using voice and text",0
"Job176","Amazon Lex provides the advanced deep learning functionalities of automatic speech recognition ASR for converting speech to text and natural language understanding NLU to recognize the intent of the text to enable you to build applications with highly engaging user experiences and lifelike conversational interactions",0
"Job177","With Amazon Lex the same deep learning technologies that power Amazon Alexa are now available to any developer enabling you to quickly and easily build sophisticated natural language conversational bots “chatbots”What is special about the teamBe a part of a wellbalanced team with a diverse experience that is making strides in evolving the conversational platform for Amazon Web Services AWS",0
"Job178","The team a tightknit group operates in a fastpaced and fun environment where accuracy timeliness quality and security form the operative cornerstones",0
"Job179","As owners of the entire lifecycle team members participate in a shared customer resolution program to delight customers",0
"Job180","Additionally the team has collaborative leaders in various roles  product development natural language science and engineering management who form the critical support structure for delivering innovative featuresWhat will I work onCome work on new features as well as greenfield projects where you can make a significant positive impact on a community of international customers",0
"Job181","As a Software Development Engineer you should have a passion for delivery drive for excellence and penchant for quality",1
"Job182","You will practice development practices such as load testing and continuous deployment while solving technical challenges in system design distributed computing algorithms and backend servicesSoftware Engineers at Amazon do so much more than just software development",0
"Job183","Well be looking at you to help Decide what features to build",0
"Job184","Drive software engineering best practice",0
"Job185","Design distributed and scalable systems",0
"Job186","Test and document the software you develop",0
"Job187","Would you like to be one of the leaders of a team that is solving new business challenges through innovative technologyThe Team Amazon Books is a brick and mortar store that offers a curated selection of books and an array of Amazon devices",0
"Job188","It is a magical experience that combines the best parts of a neighborhood bookstore with Amazoncom’s low prices and the expertise of passionate knowledgeable staff who tailor their approach to the unique needs of each customerThe team is building brand new Product Search and Discovery solutions for the Amazon Books customer",0
"Job189","We will help customers discover the products they would like faster and enable them to make a purchase they will be delighted with",0
"Job190","Customers are asking questions like “Do you have it in the store” “Which store is it available in” “What would you recommend for me”",0
"Job191","To give them the answer we need to use innovative technology to identify where the customer is physically located and search through millions of records while maintaining low latency",0
"Job192","We use Amazon’s massive amount of data to personalize the customer experience and connect their online and offline presenceThe Role Everyone on the team needs to be entrepreneurial wear many hats and cooperate in a highly collaborative environment that’s more startup than big company",0
"Job193","As a Software Development Engineer in Amazon Books you will collaborate with a team of talented engineers to build highlyscaled lowlatency solutions for frontend Javascript CSS hybrid and native iOSAndroid middle tier Java Spring and backend nonrelational databases as well as identify and evaluate new technology options for the challenges we are trying to solve",1
"Job194","We are looking for a smart engineer who can effectively deal with ambiguity and work independently to clarify requirements build quick prototypes and deliver results quickly",0
"Job195","You are excited by technology passionate about learning and should view every customer interaction as an opportunity to create an incredible customer experience",0
"Job196","Come join a team in which builders build software and delight customers",0
"Job197","You will learn a ton have fun and make a positive impact on millions of peopleIn this role You will encounter challenging novel situations every day and work on them in touch with with multiple technical teams across Amazon in different locations",0
"Job198","Youll need to be comfortable with a degree of ambiguity that’s higher than most projects and relish the idea of solving problems that frankly haven’t been taken on at scale before",0
"Job199","Along the way we guarantee that you’ll learn a ton have fun and make a positive impact on millions of people",0
"Job200","Are you passionate about the intersection of cloud computing mobile applications and BigData analytics",0
