"ID","text","sensibile"
"Religion018","Twice the Christian Church refused the Muslim temptation when it debated whether to include Christ as a god and once to include him as a prophet Twice the Church took the risk and twice the Church survived alone and succeeded alone Chesterton",0
"Religion019","Let me grow in grace &amp; in the knowledge of Jesus Christ

I will flourish like a palm tree &amp;grow like a cedar in Lebanon

Let my faith grow exceedingly

The breaker is gone up before me &amp;broken through every limitation &amp; barrier of the enemy

Lord u are the God of the breakthrough",1
"Religion020","Large scale outbursts like those mentioned aren't too common in recent years. Anti-Muslim mobs, however, are increasingly becoming common. One of the most common hate crimes come at the hand of cow protecting vigilante groups. Since cows are sacred in the Hindu religion,...
14/",0
"Religion021","“For God is Spirit, so those who worship him must worship in spirit and in truth.””
John 4:24 NLT , ",1
"Religion022","Getting into this Paula Bryant tea. Never heard of either of them but I will say it's eye opening to see so many global pastors support 45 so heavily. I don't care what nobody say. That side is NOT of nor for God. So much evil resides in that side. That's what y'all claim? , ",0
"Religion023","I'll never speak bad about a Catholic ever again",0
"Religion024","V2 Quite the contrary he says that this companies are racist because they are fine as long as Muslims were killed They just started distancing themselves from Bayraktar when Christian Armenians begin to suffer from TB2",0
"Religion025","i’m down for bible reading 😼",1
"Religion026","I love how saints are showing Carl Lentz love in the times he finds himself in. That’s exactly what the body of Christ stands for, love not mockery or hate.",1
"Religion027","Haven’t the Jewish people suffered enough",0
"Religion028","shut up hindus are mocking their own gods by 1 naming their children on GOD s names 2 making serials and films on GODS 3 making funny appearances during Maa ka Jagrata even making stupid remix songs",0
"Religion029","Pope Francis celebrates Mass on the World Day of the Poor , ",0
"Religion030","""To serve God means to serve the people"" It was repeatedly said in the bible that the Lord values justice. He is not a God who turns a blind eye to the suffering and injustices of His children. So I definitely agree that to serve the Lord is to serve the mass. , ",1
"Religion031","Better to just create history or make something out of yourself

No matter how long it takes... Let GOD/JESUS take control

The spirit of the lord—even if we don’t feel or notice god/Jesus will always be in the heart",1
"Religion032","Today s Hymns for the Orthodox Church The Entry of the Most Holy Mother of God into the Temple Troparion amp Kontakion courtesy of For more info visit",0
"Religion033","Our religion won’t change for you she hers",0
"Religion034","St Hilda of Whitby, pray to God for us! , ",1
"Religion035","Every US election divides Christians along racial lines. 

It is time for the church to have serious conversations about Christianity. 

Republicans aren’t the only people who love God.",0
"Religion036","l disagree on the religious approach Pregnancy is a natural byological consequence of sex If one sticks to a religious approach it shd be noted the Bible text says G d blessed them saying frutify amp increase The blessings is an order Not a punishment",1
"Religion037","They are beast and brutal Allah will punished them because as muslim we are failed to stop them",1
"Religion038","This may be doom for Christians",0
"Religion039","The Bible says Pride comes before the fall",0
"Religion040","You could lean into the Catholic interpretation and make them tree like",0
"Religion041","Don t worry unlike Hindus Muslim have guts and they won t leave some one who has targeted their God",0
"Religion042","All Saints Church in Lonan is my favourite",1
"Religion043","Colossians 3:1-2 If ye then be risen with Christ, seek those things which are above, where Christ sitteth on the right hand of God. Set your affection on things above, not on things on the earth.",1
"Religion044","Who said its in the Bible Read the Word of God pray open your heart and sit under an anointed teacher who can open up the truth of God s word",1
"Religion045","Troparion Tone 4 Today is the prelude of the good will of God of the preaching of the salvation of mankind The Virgin appears in the temple of God in anticipation proclaiming Christ to all Let us rejoice and sing to her Rejoice O Fulfillment of the Creator s",0
"Religion046","May the Lord forgive a richman I know",1
"Religion047","True no reasons to say or to miss it when the consequences are like that The only true thing about their religion is hell exists and it is in their countries lmao",0
"Religion048","Thank you God for blessing me with this new day today.. Thank you for it all.",1
"Religion049","Tell that to the Jews",0
"Religion050","🎶Lord you are welcome in this place..🎶",1
"Religion051","So #TaxTheChurch trended cos a person keeps providing arguments with religious basis in making a law for everyone-- christians and non-christians?

If you'll use bible as basis, then have your church taxed.",0
"Religion052","I understood the Bible instead of believing in it , ",1
"Religion053","yall catholic im alcoholic we are not the same",1
"Religion054","You don't look or sound like a Muslim. , ",0
"Religion055","📷 MY MOMENT DECLARING LIFE If you are reading this, I speak this power in your spirit right now in this very moment! Receive and know that the God in your life through Christ Jesus alone has already made (THE WAY) and not just a way for you... , ",1
"Religion056","The National Council of Churches of Kenya (NCCK) yesterday called for consensus on the proposed referendum to avoid divisions.",0
"Religion057","doctor Because we re grossly misinterpreting the Bible Wearing of trousers is never condemned in the Bible People judgementally feel good at condemning others in order to look righteous in their self restraint",1
"Religion058","Satan grabbed an ak47 and two stepped and fooled all those Christian ladies with his shiny toys",0
"Religion059","Fitz Please pray as well as bet atheists’ included",1
"Religion060","yes but your previous arguments gave me the impression that u were trying to convince me that catholics do not have a fault in homophobia when in fact they do here is a very interesting read maybe you should look into it",0
"Religion061","1 You seem very angry amp full of hate yet you call yourself a Christian I think you’re a Fox News Christian Wear the flag hide behind religion amp spread hate amp lies Good luck going forward",1
"Religion062","Church in Poland warned against being 'exploited': pro-choice demonstrators have disrupted Masses and daubed slogans in protest at Catholic Church support for #Poland  #abortion ban. ,  #Catholic #Christian #news",0
"Religion063","Read the complete prayer... , 
#Christianity #Catholic #prayer #brokenheart , ",0
"Religion064","When the Bible speaks of following Jesus, it is proclaiming a discipleship which will liberate mankind from all man-made dogmas, from every burden and oppression, from every anxiety and torture which afflicts the conscience.

Dietrich Bonhoeffer",1
"Religion065","i guess im lucky that while i have met plenty of religious people (bruh i stay in a catholic dorm s i g h) ive never met someone who was so obnoxious with it hahaha",1
"Religion066","#AlKhidr_In_Islam Ali ""al-Khidr mi also to the Muslim. Named him and said that this name (mantra) would also end innumerable sins.
Visit the Satlok Ashram YouTube channel for more information. , ",0
"Religion067","As a good God fearing Christian I m sure Gregory understands James 4 17 So whoever knows the right thing to do and fails to do it for him it is sin Gregory the sinner most make atonement",1
"Religion068","Its called Appropriation of religion they are thieves and after normalising Jesus as Jagdish absolutely disgusting and not acceptable",0
"Religion069","blessed saint arshie, patron of pharmaceuticals , ",1
"Religion070","Short devotional of 8 minutes about the PRAYER LIFE OF JESUS according to Matthew 26:36-44 ... ,  , ",1
"Religion071","#AlKhidr_In_Islam
Muslim bro must know
Last Prophet Sant Rampal Ji has clearly says that it was Allah Kabir with the name Al Khidr who came and met hazarat Muhammad and told him about himself
, ",1
"Religion072","« There is power in the name of Jesus »",1
"Religion073","feliz Hi love I pray better days for you 💕💕💕",1
"Religion074","Baigzzz Doesn t matter There are so many muslims in the world But Hidayat p kon hai it matters Bjai ksi aor k jany p khushi mnany k Just Pray keh Allah hamy hidayat p rkhe Don t so sure about urself Growup",0
"Religion075","Could be onto something here. It is perhaps because #Leftism and #Atheism tend to be found together, whereas Religiosity (NOT “Spiritual”) is usually found with #Conservatism , ",0
"Religion076","Thank you Lord for life, health, and strength 🙏🏾",1
"Religion077","God bless your father-in-law. And may God grant you and your family peace and understanding!!! , ",0
"Religion078",".

""Affliction is a time to have patience and faith in Jesus, not a time to panic and doubt.""",1
"Religion079","AlKhidr In Islam All Muslim brothers must know who is Allah kabir and Last Prophet Sant Rampal Ji Al Khidr is that Immortal Allah",1
"Religion080","How many Muslims contested in UP Bihar MP CG Maharashtra from BJP BJP is not only communal but also anti Muslim",0
"Religion081","Is she Referring Diwali as Khusi and Bakri-Eid as Nafrat?
Such hatred for a Muslim festival won't be accepted 
I condemn this Tweet ! 
Shame! , ",0
"Religion082","Don t tell us that Islam is a religion of peace Tell your momeen brothers who behead and kill someone in the name of religion and Promote violence",0
"Religion083","🤖
/u/improvised-scholar posted:
Religion is becoming to hard-core for me.
, ",1
"Religion084","Repentance is not possible after death. Purgatory is not the truth. Ask Jesus to reveal the truth to you. Follow Jesus he himself is the only way.  #Catholic #purgatory #Jesusistheonlymessiah #Jesussaves , ",1
"Religion085","You don’t look like a #Muslim and sometimes you don’t look like a #Bihari 😠 , ",1
"Religion086","GOD Bless You Guide your steps both at the entrance and at the exit and pour out wisdom and The Peace of the Lord is with you Welcome",1
"Religion087","sabanaqvi Scratch a liberal muslim and you will find a Mulla demanding submission of Kafirs No matter how much you pretend in the end the inner Aurangzeb shows through",1
"Religion088","When was the last time someone came to you to preach the gospel of Jesus Christ?

Most times we assume people are out there sharing the gospel and winning souls but it’s not true. If no one’s walked up to you in a while to do it, why do you think they’re doing so with others?",0
"Religion089","And the heartbreak still continue oo. May God heal your heart. , ",1
"Religion090","i have this distinct feeling theres millions of people living in my twitter account thats remarkable i hope all you millions of people are saved with jesus christ thats good you are jesus came to save which is lost prayers thanks for praying for gods people",1
"Religion091","Priest Amen🙏🙏🙏",1
"Religion092","😂😂God no go shame us",0
"Religion093","They were kshdjshsj The conversation was about a person who was Catholic amp someone said they were Christian amp that person I was talking about in the tweet went absolutely crazy saying how they re NOT Christian they re CATHOLIC like If ur Catholic ur Christian 👁️👄👁️",0
"Religion094","Church made Christianity a mad mob religion. True Jesus is not the one Church is portraying. In India, people say that rich missionaries are sent to villages with the aim of religious conversion.",0
"Religion095","""And he was angry, and would not go in: therefore came his father out, and intreated him."" ~Luke 15:28 #Bible #Hope #Jesus",1
"Religion096","Was Jesus meant to die wouldn’t you be saved if he died either way it doesn’t make sense your entire belief system is just one giant mess to me im sorry but if your can’t let the truth in then pray to Allah to guide you",1
"Religion097","The Northeast really needs to secede ..... like there is no was New York and the Bible Belt should be the same country .... it just doesn’t work",0
"Religion098","Pray for her and those who use contraception",1
"Religion099","Goodmorning &amp; God Bless.",1
"Religion100","Whatever you are facing, God is near🕊",1
"Religion101","Ask Bro. Eli , the Bible Answers #PureDoctrinesOfChrist",1
"Religion102","gautam2 Yes for muslims it may be right but not for dalit Dalit is a intergral part of hindu and we are brothers",0
"Religion103","#AlKhidr_In_Islam
Allahu Akbar Kabir God is mentioned in the Muslim religion book Fazaile Amaal. And this truth was told by spiritual leader Rampal Ji Maharaj Ji. He is the last messenger of God .

Last Prophet Sant Rampal Ji",1
"Religion104","Salam, to every Muslim ummah.",1
"Religion105","Rub his back while he sleeps and pray over him...that’s a different level of intimacy 🙏🏽❤️",0
"Religion106","sabanaqvi Harayana competition Christian muslims one forces to convert others gve rice bag money with bible with heaven confirmed ticket punjab missionaries doing miracles jesus cures cancer in seconds",1
"Religion107","In the name of Jesus Christ I command you you spirit of Satan to depart without doing more harm to Americans or anyone else in this house",1
"Religion108","🚨UPDATE: They had to put 3 Stints in and the artery on the front of the heart was 99% Blocked. We caught it early. Thank you Lord Jesus Christ, in Gods name we pray🙏✝️❤️ Thanks for all the prayers ❤️❤️❤️",1
"Religion109","You are the best your work has open the eyes of a lot of people keep going on god bless you you re a soldier of God with a mission Health and strength to and to GOD BLESS BRAZIL AND GOD BLESS USA",0
"Religion110","Let's all watch and discover the true teachings of our Lord Jesus Christ, happening soon...
#PureDoctrinesOfChrist , ",1
"Religion111","I went to a convent school Just a few days before christmas sisters used to take us to chapel to offer prayers to Jesus Christ I literally hated that",0
"Religion112","Thank you Lord",0
"Religion113","Oh Allah, we give thanks to You &amp; glorify You for the ability to witness another jumu'ah.
Oh Allah, may it not be our last &amp; may we use this day to strengthen our relationship with You.
Oh Allah, we seek Your guidance, forgiveness &amp; blessings upon ourselves.",1
"Religion114","doctor Is trouser written in the Bible",0
"Religion115","Glory to Jesus❤️ ChildOfHeaven",1
"Religion116","Pagan Holidays or the Holy Days of God? Link▸,  
Does it make any difference which days we observe? Does the Bible establish whether we are to keep certain days holy to God? Are Christians are commanded to keep holidays such as Christmas? , ",1
"Religion117","tolase I will not be canceled at all in Jesus name amen 🙏",1
"Religion118","Our Collective Worship was all about Talents. Jesus reminds us to share our talents with others and not hide them! , ",1
"Religion119","Also it was news to me that messianic religions are actually nihilistic Again the implication is that any religion that deviates from enlightenment s own self understanding believe in science is bad and dangerous",0
"Religion120","Even some of today s Jew aware Catholics do strange things Bishop Richard Williamson who I consider jew aware at least once invited a rabbi to speak to seminarians in Winona",1
"Religion121","In any #Muslim country, atheists, those who #abandon Islam are denied the right to live #freely. When you realize that you are wrong, it will be late. I'm an ex-Muslim born in Turkey. I'm telling you the truth.",1
"Religion122","Stand and proclaim.. there’s no greater name than JESUS ❤️",1
"Religion123","You can all argue and burn each other in your churches for the last FOUR centuries over whether wine or grape juice is the blood of Christ.

I think God wants US to save his Great Creation as He bestowed his faith in Noah.",1
"Religion124","I made a decision to not teach my kids about religion until they ask I felt that teaching them atheism at a young age would be no different that feeding them religion I know atheism is way less damaging but I just couldn’t reconcile in my brain doing something I’m against",0
"Religion125","THE SALVATION,THAT JESUS CHRIST BROUGH TO THE WORLD IS : #FULL AND #FREE",1
"Religion126","""And when he hath found [it,] he layeth [it] on his shoulders, rejoicing."" ~Luke 15:5 #Bible #Jesus #Love",1
"Religion127","16 It s the policies they stand for Christian beliefs are more consistent with less government control no abortion improving the lives of everyone no matter your race or culture trying as much as possible to live in peace with all around you",0
"Religion128","#MuslimsDontKnow_RealAllah
Real Allah Kabir either himself comes to give true spiritual knowledge or sends his representative. His representative is one among billions
, ",1
"Religion129","the pope is an ass guy because god created us all in his image (with an ass)",0
"Religion130","Hebrews 12장 14 Follow peace with all men and holiness without which no man shall see the Lord",0
"Religion131","spartan PK “His laws” don’t exist so stop trying to convert me I don’t believe in your god and you won’t convince me I’ve done my homework and a ton of soul searching and came to my position with facts and research All that said stop pushing your religion on others",0
"Religion132","Ya Allah please grant me peace &amp; contentment in all my aspects of my life 🤍",1
"Religion133","word and who he has called us to be in our resurrection through Jesus Christ 🙏❤️",1
"Religion134","May Allāh protect me from fighting with a man. How embarrazzing is that Acudubillahi ...",1
"Religion135","feliz Hi love I pray better days for you 💕💕💕",0
"Religion136","Saying a prayer for my North Dakota friends. , ",0
"Religion137","This is a very special episode of The Cantankerous Catholic. We not only have a tremendous interview with Fr. Robert Altier, but there’s also a very special Catholic Bootcamp segment that I strongly urge you to listen to. 
, ",0
"Religion138","Was Jesus meant to die wouldn’t you be saved if he died either way it doesn’t make sense your entire belief system is just one giant mess to me im sorry but if your can’t let the truth in then pray to Allah to guide you",1
"Religion139","Grant It s a religion With original sin a doomsday prophecy and saviours",0
"Religion140","Amen in Jesus Mighty Name",1
"Religion141","Close minded catholics will really discriminate how i worship God, come on i worship my own way, just because i don't worship the same as you doesn't mean i'm less of a catholic than it is.",1
"Religion142","Sri TNBJP the nomad Balaji Very purpose of consecrating Dieties in Hindu temples is to derive the benefits of different kind at each Temple This is for ancient temples Not all temples have same energy This is to benefit the local populace and others Temples are energy centres and not prayer halls",0
"Religion143","Prophet Muhammad (PBUH) says: 
If my servant intends evil, do not write it. If he acts on it, write it down as an evil. If my servant intends good, write him a good deed. If it works, write it as 7 to 700 points
Muslim # 334/335
#حديث 
==============
Common Sense Uncommon Success , ",1
"Religion144","Congratulations on ensuring low income woman do not get much needed medical care I wonder where in the bible it says denying healthcare to poor people is one of Jesus teachings 🤔",1
"Religion145","4/ some also musical also instrument also that was also played to humbly thank the Blessed Most Holy Virgin Mary and Jesus and Saint Joseph also and that were also stones also herbs also lands also that every time you came to even touch they also emitted the they also melody also",0
"Religion146","They always have Bible verses in their bio lmaoooo , ",1
"Religion147","""The Lame Beggar Healed"":

6 But Peter said, 'I have no silver and gold, but what I do have I give to you. In the name of Jesus Christ of Nazareth, rise up and walk!' 
7 And he took him by the right hand and raised him up, and immediately his feet and ankles were made strong",1
"Religion148","👉 Know the reasons behind birth amp death know the way how we can reach to the God Watch satsang on sadhna tv at 7 30 pm amp MustListen Satsang by GodMorningWednesday WednesdayMotivation 🙏🙏🙏",0
"Religion149","There are many things we could say about Catholics Methodist Zaoga and of course prophets but most of what we say is not helpful bcoz it does not come from a point of Love We are all decieved in some area but we belong to Christ and are under transformation",1
"Religion150","Writes Atheists caused more mass murder than any other religious group That s 100s of millions of deaths This is despite atheists being a religious minority compared to Islaam and Christianity Imagine scaling that up proportionately According to the encyclopedia of war 93 of all",0
"Religion151","If these are Christian folks and they expext god to change marks on paper AND the marks do NOT change do they change gods",1
"Religion152","Certainly the Jewish community is guilty of no wrongdoing at all whatsoever",1
"Religion153","...No one saves us but ourselves. No one can and no one may. We ourselves must walk the path... By Buddha #MyPhotos #BeautifulPlaces #NatureLovers #AutumnVibes , ",1
"Religion154","Let the Jew Christian man and the Muslim woman decide if they want their children to be raised Muslim or not",0
"Religion155","Happy birthday seekh lo May Allah bless you with happiness and prosperity",1
"Religion156","Which God is he talking about again It can t be the Christian one maybe Church of Satan",0
"Religion157","“And Samuel heard all the words of the people, and he rehearsed them in the ears of the Lord. And the Lord said to Samuel, Hearken unto their voice, and make them a king. And Samuel said unto the men of Israel, Go ye every man unto his city.”
1 Samuel 8:21-22. Note; JESUS CHRIST",1
"Religion158","#MuslimsDontKnow_RealAllah 
Kabir Allah destroyer sins!
Quran - Surat Al Furqan 25:58 Allah Kabir is the destroyer of all the Sins of his worshippers.
- Baakhabar Saint Rampal Ji Maharaj , ",1
"Religion159","I asked for help for the Christian faith and you will not answer until I serve the religion of Christ in the church",1
"Religion160","#AlKhidr_In_Islam
Last Prophet Sant Rampal Ji says that in order to keep the faith of the devotees intact in God irrespective of their caste send religion Allah Kabir comes in different different forms and explains the correct method of devotion. , ",0
"Religion161","What happens when you trust God?

""3 When I am afraid, I put my trust in you. 4 In God, whose word I praise— in God I trust and am not afraid. What can mere mortals do to me?""

--Psalm 56:3-4",1
"Religion162","I take this opportunity to  thank God for answering my prayers 🙏 of success,  multiple financial deals unto PRINCE  and DORATHY  and I continue to  pray for  greater heights 
#DorathyXDstv
#PrinceXDstvMoments , ",0
"Religion163","neko san pharaohs Genes w ber laurent mariamafalh we cat alex pickle mohand The Allied Powers unanimously Ag r ee’s it did not constitute the basis for any legal claim What the hell are you talking about A Jewish state in Palestine had been fully accepted by the League of Nations but Britain betrayed the Jews amp failed to accomplish it",0
"Religion164","Pray for her and those who use contraception",1
"Religion165","Oh please. This is a very disingenuous take. 
Religion - system of belief and/or worship.
People are the adherents of these belief systems. And there are always going to be extremists and persons who have simply misunderstood the basic tenets of these belief systems. , ",0
"Religion166","There is nothing that I pray more for 🥺",0
"Religion167","Great but what about boys who switches Religion for love perhaps not love jihad .
#lovejihaad , ",0
"Religion168","Jesus would be a liberal Real Christians would be liberal Christianity got morphed into republicanism",0
"Religion169","On behave of my family and Nigeria in general am wishing GEJ a happy 63yrs birthday.I pray that God we keep on protecting u in all u do, in Jesus name..Amen",1
"Religion170","Jesus was Middle Eastern and really the colour of his skin is important why He is the saviour of the world born as a such dying and resurrected in order that we can have the relationship with God that was broken in the garden by sin",1
"Religion171","The bible literally references Ethiopia the kings James is just a translation i swear",0
"Religion172","The #Parable of the #Sheep and #Goats (Matt 25:31-46)
, 
#Bible  #bibleverse #Video #BibleStudy #lectiodivina #Jesus #Faith #Christian #SundayMorning #Believe #JesusChrist #goodworks #BibleVerseForToday #BibleVerses #SundayThoughts #BibleVerses #Christianity",1
"Religion173","The Amaras Cathedral is located in Artsakh (NK). It is a monument of Armenian apostolic church found un 4th century AD by St. Gregory the Enlightener.
#AtrsakhIsArmenia
#StopAzerbaijaniAggression 
#StopAzeriWarCrimes
#PeaceforArmenians , ",0
"Religion174","NOW PLAYING: Faithful Is Our God - Hezekiah Walker » LISTEN NOW at ,  #Live365 #GospelMusic #GospelRadio #BGRLive
 » Get this song: ,  , ",0
"Religion175","Is she Referring Diwali as Khusi and Bakri-Eid as Nafrat?
Such hatred for a Muslim festival won't be accepted 
I condemn this Tweet ! 
Shame! , ",1
"Religion176","Better to just create history or make something out of yourself

No matter how long it takes... Let GOD/JESUS take control

The spirit of the lord—even if we don’t feel or notice god/Jesus will always be in the heart",1
"Religion177","We all with you..may allah bless you  long live🌈
#Impose302InSSRCase , ",1
"Religion178","Muslim hi all will jutify",0
"Religion179","Because Jesus would definitely support someone who defrauded thousands of students who cheated on his wife while pregnant with a porn star who lied to the IRS and banks who increased drone strike in the middle east That s the kind of christian we all should be right",1
"Religion180","I am a firm believer that religion has done more harm to humanity than good Hindus and Muslims can follow their respective religion but I don’t see any reason to compare one with the other",1
"Religion181","Why tweet about someone you don’t believe exist I agree don’t push religion on anyone but also don’t joke around about someones religion",0
"Religion182","“He stands for Christians, He hates abortion”

 You thinking that’s enough to be a Christian? No 😆",1
"Religion183","There s one section in here about definitions Seems like they want to lump atheism in as a belief like all other religious beliefs Unless I ve not read it right",0
"Religion184","It's Day 19 of the Ang Dating Daan Live Mass Indoctrination! 

Let's continue studying the doctrines of the Lord Jesus Christ written in the Holy Scriptures.

Happening at 7 p.m. Philippine Time.

#PureDoctrinesOfChrist",1
"Religion185","Then have a nice sleep unnie Dont forget to pray before falling asleep",0
"Religion186","Lord lead me to follow your path in the Mighty name of Jesus Christ AMEN",1
"Religion187","No because only Muslim sensitivities matter stupid And what about Christian sensitivities toward the blaspheming through the denial of Jesus being the son of God According to Christians Islam is a blasphemy Muslim should be more sensitive to this point 🤦🏻‍♂️",0
"Religion188","The fear of the lord is the beginning of wisdom in all you do or say  either secretly or openly fear God.",0
"Religion189","Lord, You do not change. You are the same mighty, powerful, loving, and merciful God You have always been. Please help me to find hope and rest in the fact that You do not change. Amen. ,  , ",1
"Religion190","Govenor like Christ said in John ch5 31 47 Many catholics or religious are social catholics only They have never seen God face to face or heard his voice So they don t have Gods message in their hearts Because they don t believe in the one God sent",1
"Religion191","No one is neutral Everyone is pushing their views Some have views that they shouldn t push their views which is still pushing their views If this man believes his religion can save another person wouldn t it be wrong not to try to convert others and let them be damned",0
"Religion192","“Possibilities and Impossibilities: God is in Control – not Atheists” Read More: ,  #PureDoctrinesOfChrist",0
"Religion193","People will see God in us by the fruit we bear. 

As Christians, we should be so full of love and light that people are drawn to the Gospel.

Many Christians have forgotten about love. When you seek God’s face, you see how He loves &amp; you begin to love as He loves.",1
"Religion194","What demographic should they be looking out for Priti Terror arrack by who Hindus Buddhists Christians Jews Sikhs Baha’is Shintos Atheists oh wait 🤔",0
"Religion195","KJB Quotes40 InMe Because of the evil spirit of hatred controlling your mind you come up with your own opinions When you should have asked your Loving Father to tell you",1
"Religion196","If these are Christian folks and they expext god to change marks on paper AND the marks do NOT change do they change gods",0
"Religion197","Please y'all help me find Ghana Jesus
I'm John the Baptist I have a prophecy about him",1
"Religion198","(Acts 29:25267)  PRAYING, DEMON RESURRECTING which they learned how to do in the Devil's ""lying"" Church of Christ of Satan witchcraft sorcery EXCLUSIVE WHITE PEOPLE ""cult"" of demon worshipers, invoking conjuring demons in Church out of their complete and total IGNORANCE OF GOD,",1
"Religion199","Close minded catholics will really discriminate how i worship God, come on i worship my own way, just because i don't worship the same as you doesn't mean i'm less of a catholic than it is.",1
"Religion200","I ve noticed nonbelievers can t take those christians seriously who don t wish trump to lose Even they see how immoral his talks and actions are",0
